Row,INSDC Sequence accession,ID,applicant,DeathOrSampleDate,DateInfo,English,Dutch,Latin,family,order,location,province,Lat,Long,BirdUSUV,BirdTestedWNV
468,,AS20200689,DWHC,30-09-2020,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Beesel,Limburg,51.29,6.08,1,TRUE
469,,AS20200668,DWHC,01-10-2020,DateFound,European Robin,Roodborst,Erithacus rubecula,Turdidae,Passeriformes,Almere,Flevoland,52.34,5.2,0,TRUE
470,,AS20200735,DWHC,29-09-2020,DateFound,European Robin,Roodborst,Erithacus rubecula,Turdidae,Passeriformes,Heemskerk,N-Holland,52.52,4.68,0,TRUE
471,,AS20200678,DWHC,27-09-2020,DateFound,Western Jackdaw,Kauw,Coloeus monedula,Corvidae,Passeriformes,Zeist,Utrecht,52.09,5.22,0,TRUE
472,,AS20200720,DWHC,01-10-2020,DateFound,European Robin,Roodborst,Erithacus rubecula,Turdidae,Passeriformes,Lingewaard,Gelderland,51.95,5.92,0,TRUE
473,,AS20200694,DWHC,02-10-2020,DateFound,Eurasian Woodcock,Houtsnip,Scolopax rusticola,Scolopacidae,Charadriiformes,Heiloo,N-Holland,52.59,4.7,0,TRUE
474,,AS20200745,DWHC,02-10-2020,DateFound,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,Stede Broec,N-Holland,52.69,5.25,0,TRUE
475,,AS20200725,DWHC,02-10-2020,DateFound,Mallard,Wilde Eend,Anas platyrhynchos,Anatidae,Anseriformes,Utrecht,Utrecht,52.12,5,0,TRUE
476,,AS20200699,DWHC,02-10-2020,DateFound,Mallard,Wilde Eend,Anas platyrhynchos,Anatidae,Anseriformes,Utrecht,Utrecht,52.12,5,0,TRUE
477,,AS20201124,DWHC,06-10-2020,DateFound,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,Roermond,Limburg,51.18,5.98,0,TRUE
478,,AS20200780,DWHC,08-10-2020,DateFound,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,Deventer,Overijssel,52.26,6.17,0,TRUE
479,,AS20200859,DWHC,12-10-2020,DateFound,Common Wood Pigeon,Houtduif,Columba palumbus,Columbidae,Columbiformes,Wijchen,Gelderland,51.81,5.72,0,TRUE
480,,AS20200785,DWHC,09-10-2020,DateFound,Eurasian Hoopoe,Hop,Upupa epops,Upupidae,Upupiformes,Rijssen-Holten,Overijssel,52.27,6.43,0,TRUE
481,,AS20200902,DWHC,07-10-2020,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Emmen,Drenthe,52.78,6.89,0,TRUE
482,,AS20200790,DWHC,12-10-2020,DateFound,European Robin,Roodborst,Erithacus rubecula,Turdidae,Passeriformes,Hengelo,Overijssel,52.28,6.84,0,TRUE
483,,AS20200891,DWHC,13-10-2020,DateFound,European Robin,Roodborst,Erithacus rubecula,Turdidae,Passeriformes,Den bosch,Brabant,51.71,5.32,0,TRUE
484,,AS20200826,DWHC,13-10-2020,DateFound,Lesser Spotted Woodpecker,Kleine Bonte Specht,Dryobates minor,Picidae,Piciformes,Buren,Gelderland,51.91,5.33,0,TRUE
485,,AS20200815,DWHC,13-10-2020,DateFound,Lesser Spotted Woodpecker,Kleine Bonte Specht,Dryobates minor,Picidae,Piciformes,Buren,Gelderland,51.91,5.33,0,TRUE
486,,AS20200795,DWHC,14-10-2020,DateFound,Mute Swan,Knobbelzwaan,Cygnus olor,Anatidae,Anseriformes,Breda,Brabant,51.56,4.78,0,TRUE
487,,AS20200870,DWHC,14-10-2020,DateFound,European Greenfinch,Groenling,Chloris chloris,Fringillidae,Passeriformes,Epe,Gelderland,52.29,5.91,0,TRUE
488,,AS20200805,DWHC,14-10-2020,DateFound,Eurasian Woodcock,Houtsnip,Scolopax rusticola,Scolopacidae,Charadriiformes,Utrecht,Utrecht,52.11,5.1,0,TRUE
489,,AS20200848,DWHC,13-10-2020,DateFound,Eurasian Blackcap,Zwartkop,Sylvia atricapilla,Sylviidae,Passeriformes,Purmerend,N-Holland,52.5,4.95,0,TRUE
490,,AS20200837,DWHC,13-10-2020,DateFound,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,Groningen,Groningen,53.31,6.74,0,TRUE
491,,AS20201015,DWHC,15-10-2020,DateFound,Mute Swan,Knobbelzwaan,Cygnus olor,Anatidae,Anseriformes,Breda,Brabant,51.56,4.78,0,TRUE
492,,AS20200993,DWHC,14-10-2020,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Olst-Wijhe,Overijssel,52.38,6.14,0,TRUE
493,,AS20201004,DWHC,15-10-2020,DateFound,Common Teal,Wintertaling,Anas crecca,Anatidae,Anseriformes,Alkmaar,N-Holland,52.69,4.73,0,TRUE
494,,AS20201026,DWHC,15-10-2020,DateFound,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,Vlaardingen,Z-Holland,51.91,4.34,0,TRUE
495,,AS20200973,DWHC,15-10-2020,DateFound,Common Starling,Spreeuw,Sturnus vulgaris,Sturnidae,Passeriformes,Westland,Z-Holland,52,4.18,0,TRUE
496,,AS20201037,DWHC,20-10-2020,DateFound,Eurasian Wren,Winterkoning,Troglodytes troglodytes,Certhiidae,Passeriformes,Utrecht,Utrecht,52.12,5,0,TRUE
497,,AS20201091,DWHC,20-10-2020,DateFound,European Robin,Roodborst,Erithacus rubecula,Turdidae,Passeriformes,Utrecht,Utrecht,52.12,5,0,TRUE
498,,AS20201059,DWHC,20-10-2020,DateFound,European Robin,Roodborst,Erithacus rubecula,Turdidae,Passeriformes,Utrecht,Utrecht,52.12,5,0,TRUE
499,,AS20201048,DWHC,19-10-2020,DateFound,Common Wood Pigeon,Houtduif,Columba palumbus,Columbidae,Columbiformes,Tilburg,Brabant,51.57,5.07,0,TRUE
500,,AS20201080,DWHC,16-10-2020,DateFound,Goldcrest,Goudhaan,Regulus regulus,Regulidae,Passeriformes,Brielle,Z-Holland,51.91,4.16,0,TRUE
501,,AS20201102,DWHC,16-10-2020,DateFound,European Robin,Roodborst,Erithacus rubecula,Turdidae,Passeriformes,Gooise meren,N-Holland,52.31,5.15,0,TRUE
502,,AS20200954,DWHC,19-10-2020,DateFound,Goldcrest,Goudhaan,Regulus regulus,Regulidae,Passeriformes,Gooise meren,N-Holland,52.29,5.17,0,TRUE
503,,AS20200933,DWHC,20-10-2020,DateFound,Eurasian Woodcock,Houtsnip,Scolopax rusticola,Scolopacidae,Charadriiformes,Wageningen,Gelderland,51.98,5.65,0,TRUE
504,,AS20201113,DWHC,21-10-2020,DateFound,Gull,Meeuw,Laridae (fam),Laridae,Charadriiformes,Noordoostpolder,Flevoland,52.59,5.37,0,TRUE
505,,AS20201215,DWHC,22-10-2020,DateFound,House Sparrow,Huismus,Passer domesticus,Passeridae,Passeriformes,Almere,Flevoland,52.39,5.3,0,TRUE
506,,AS20201225,DWHC,26-10-2020,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Krimpenerwaard,Z-Holland,51.9,4.63,0,TRUE
507,,AS20201326,DWHC,26-10-2020,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Krimpenerwaard,Z-Holland,51.9,4.63,0,TRUE
508,,AS20201280,DWHC,27-10-2020,DateFound,Blue Tit,Pimpelmees,Cyanistes caeruleus,Paridae,Passeriformes,Utrecht,Utrecht,52.12,5,0,TRUE
509,,AS20201290,DWHC,27-10-2020,DateFound,Domestic Goose,Grauwe Gans,Anser anser,Anatidae,Anseriformes,Utrecht,Utrecht,52.12,5,0,TRUE
510,,AS20201287,DWHC,27-10-2020,DateFound,Domestic Goose,Grauwe Gans,Anser anser,Anatidae,Anseriformes,Utrecht,Utrecht,52.12,5,0,TRUE
511,,AS20201156,DWHC,26-10-2020,DateFound,Dove,Duif,Columbidae (fam),Columbidae,Columbiformes,Breda,Brabant,51.58,4.78,0,TRUE
512,,AS20201245,DWHC,26-10-2020,DateFound,Common Wood Pigeon,Houtduif,Columba palumbus,Columbidae,Columbiformes,Brunssum,Limburg,50.94,5.95,0,TRUE
513,,AS20201223,DWHC,26-10-2020,DateFound,Dove,Duif,Columbidae (fam),Columbidae,Columbiformes,Tilburg,Brabant,51.56,5.08,0,TRUE
514,,AS20201147,DWHC,27-10-2020,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Groningen,Groningen,53.24,6.59,0,TRUE
515,,AS20201161,DWHC,27-10-2020,DateFound,Goldcrest,Goudhaan,Regulus regulus,Regulidae,Passeriformes,Geertruidenberg,Brabant,51.7,4.86,0,TRUE
516,,AS20201262,DWHC,27-10-2020,DateFound,Eurasian Magpie,Ekster,Pica pica,Corvidae,Passeriformes,Blaricum,N-Holland,52.28,5.26,0,TRUE
517,,AS20201256,DWHC,27-10-2020,DateFound,Redwing,Koperwiek,Turdus iliacus,Turdidae,Passeriformes,Leeuwarden,Friesland,53.22,5.88,0,TRUE
518,,AS20201255,DWHC,29-10-2020,DateFound,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,Utrecht,Utrecht,52.12,5,0,TRUE
519,,AS20201345,DWHC,29-10-2020,DateFound,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,Utrecht,Utrecht,52.12,5,0,TRUE
520,,AS20201269,DWHC,29-10-2020,DateFound,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,Berkelland,Gelderland,52.14,6.61,0,TRUE
521,,AS20201348,DWHC,02-11-2020,DateFound,House Sparrow,Huismus,Passer domesticus,Passeridae,Passeriformes,Venray,Limburg,51.52,5.91,0,TRUE
522,,AS20201314,DWHC,04-11-2020,DateFound,Great Egret,Grote Zilverreiger,Ardea alba,Ardeidae,Pelecaniformes,Utrecht,Utrecht,52.12,5,0,TRUE
523,,AS20201306,DWHC,04-11-2020,DateFound,Goose,Gans,Anserinae (subfam),Anatidae,Anseriformes,Utrecht,Utrecht,52.12,5,0,TRUE
524,,AS20201668,DWHC,04-11-2020,DateFound,Common Starling,Spreeuw,Sturnus vulgaris,Sturnidae,Passeriformes,Eindhoven,Brabant,51.47,5.45,0,TRUE
525,,AS20201422,DWHC,03-11-2020,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Medemblik,N-Holland,52.77,5.1,0,TRUE
526,,AS20201466,DWHC,08-12-2020,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Brielle,Z-Holland,51.59,4.65,0,TRUE
527,,AS20201433,DWHC,05-11-2020,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Nijefurd,Friesland,52.98,5.45,0,TRUE
528,,AS20201455,DWHC,10-11-2020,DateFound,Common Reed Bunting,Rietgors,Emberiza schoeniclus,Fringillidae,Passeriformes,Utrecht,Utrecht,52.12,5,0,TRUE
529,,AS20201400,DWHC,10-11-2020,DateFound,Redwing,Koperwiek,Turdus iliacus,Turdidae,Passeriformes,Utrecht,Utrecht,52.12,5,0,TRUE
530,,AS20201805,DWHC,10-11-2020,DateFound,House Sparrow,Huismus,Passer domesticus,Passeridae,Passeriformes,Maarssen,Utrecht,52.14,5.05,0,TRUE
531,,AS20201477,DWHC,10-11-2020,DateFound,Eurasian Wren,Winterkoning,Troglodytes troglodytes,Certhiidae,Passeriformes,Werkendam,Brabant,51.78,4.92,0,TRUE
532,,AS20201783,DWHC,09-11-2020,DateFound,Rock Pigeon,Postduif,Columba livia domestica,Columbidae,Columbiformes,Waspik,Brabant,51.69,4.94,0,TRUE
533,,AS20201647,DWHC,11-11-2020,DateFound,Redwing,Koperwiek,Turdus iliacus,Turdidae,Passeriformes,Den bosch,Brabant,51.71,5.33,0,TRUE
534,,AS20201530,DWHC,12-11-2020,DateFound,Common Wood Pigeon,Houtduif,Columba palumbus,Columbidae,Columbiformes,Elst,Utrecht,51.99,5.48,0,TRUE
535,,AS20201605,DWHC,11-11-2020,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Winsum,Groningen,53.33,6.51,0,TRUE
536,,AS20201689,DWHC,12-11-2020,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Molenaarsgraaf,Z-Holland,51.87,4.8,0,TRUE
537,,AS20201552,DWHC,14-11-2020,DateFound,Redwing,Koperwiek,Turdus iliacus,Turdidae,Passeriformes,Munnekezijl,Friesland,53.31,6.26,0,TRUE
538,,AS20201563,DWHC,12-11-2020,DateFound,Eurasian Tree Sparrow,Ringmus,Passer montanus,Passeridae,Passeriformes,Eastermar,Friesland,53.18,6.06,0,TRUE
539,,AS20201773,DWHC,14-11-2020,DateFound,Common Wood Pigeon,Houtduif,Columba palumbus,Columbidae,Columbiformes,Eemnes,Utrecht,52.24,5.26,0,TRUE
540,,AS20201585,DWHC,15-11-2020,DateFound,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,Gooise meren,N-Holland,52.28,5.16,0,TRUE
541,,AS20201678,DWHC,16-11-2020,DateFound,Rose-ringed Parakeet,Halsbandparkiet,Psittacula krameri,Psittacidae,Psittaciformes,Capelle aan den Ijssel,Z-Holland,51.93,4.59,0,TRUE
542,,AS20201658,DWHC,15-11-2020,DateFound,Common Chaffinch,Vink,Fringilla coelebs,Fringillidae,Passeriformes,Amsterdam,N-Holland,52.36,4.91,0,TRUE
543,,AS20201594,DWHC,17-11-2020,DateFound,Rock Pigeon,Rotsduif,Columba livia domestica,Columbidae,Columbiformes,Soest,Utrecht,52.18,5.31,0,TRUE
544,,AS20201509,DWHC,17-11-2020,DateFound,Eurasian Tree Sparrow,Ringmus,Passer montanus,Passeridae,Passeriformes,Zeegse,Drenthe,53.07,6.64,0,TRUE
545,,AS20201740,DWHC,19-11-2020,DateFound,Redwing,Koperwiek,Turdus iliacus,Turdidae,Passeriformes,Loon op Zand,Brabant,51.63,5.09,0,TRUE
546,,AS20201794,DWHC,19-11-2020,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,St oedenrode,Brabant,51.57,5.45,0,TRUE
547,,AS20201815,DWHC,24-11-2020,DateFound,Common Chiffchaff,Tjiftjaf,Phylloscopus collybita,Phylloscopidae,Passeriformes,Haarzuilens,Utrecht,52.12,5,0,TRUE
548,,AS20201711,DWHC,23-11-2020,DateFound,Eurasian Tree Sparrow,Ringmus,Passer montanus,Passeridae,Passeriformes,Maarssen,Utrecht,52.14,5.05,0,TRUE
549,,AS20201824,DWHC,20-11-2020,DateFound,Eurasian Collared Dove,Turkse Tortel,Streptopelia decaocto,Columbidae,Columbiformes,Geleen,Limburg,50.99,5.82,0,TRUE
550,,AS20201720,DWHC,23-11-2020,DateFound,European Robin,Roodborst,Erithacus rubecula,Turdidae,Passeriformes,Aquazoo Friesland,Friesland,53.22,5.88,0,TRUE
551,,AS20201857,DWHC,24-11-2020,DateFound,Common Wood Pigeon,Houtduif,Columba palumbus,Columbidae,Columbiformes,Oudemirdum,Friesland,52.86,5.52,0,TRUE
552,,AS20201877,DWHC,25-11-2020,DateFound,European Robin,Roodborst,Erithacus rubecula,Turdidae,Passeriformes,Bennebroek,N-Holland,52.32,4.59,0,TRUE
553,,AS20202037,DWHC,27-11-2020,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Woerden,Utrecht,52.08,4.87,0,TRUE
554,,AS20202069,DWHC,30-11-2020,DateFound,Blue Tit,Pimpelmees,Cyanistes caeruleus,Paridae,Passeriformes,Nuenen,Brabant,51.49,5.57,0,TRUE
555,,AS20201919,DWHC,29-11-2020,DateFound,Eurasian Siskin,Sijs,Spinus spinus,Fringillidae,Passeriformes,Hoevelaken,Gelderland,52.17,5.45,0,TRUE
556,,AS20202015,DWHC,02-12-2020,DateFound,Common Wood Pigeon,Houtduif,Columba palumbus,Columbidae,Columbiformes,Weert,Limburg,51.22,5.73,0,TRUE
557,,AS20201993,DWHC,01-12-2020,DateFound,Redwing,Koperwiek,Turdus iliacus,Turdidae,Passeriformes,Soest,Utrecht,52.15,5.27,0,TRUE
558,,AS20201971,DWHC,01-12-2020,DateFound,Common Wood Pigeon,Houtduif,Columba palumbus,Columbidae,Columbiformes,Klarenbeek,Gelderland,52.17,6.1,0,TRUE
559,,AS20201960,DWHC,02-12-2020,DateFound,Eurasian Collared Dove,Turkse Tortel,Streptopelia decaocto,Columbidae,Columbiformes,Rossum,Overijssel,52.35,6.93,0,TRUE
560,,AS20202212,DWHC,06-12-2020,DateFound,Eurasian Collared Dove,Turkse Tortel,Streptopelia decaocto,Columbidae,Columbiformes,Zwolle,Overijssel,52.51,6.09,0,TRUE
561,,AS20202179,DWHC,05-12-2020,DateFound,Common Wood Pigeon,Houtduif,Columba palumbus,Columbidae,Columbiformes,Beek ubbergen,Gelderland,51.82,5.94,0,TRUE
562,,AS20202146,DWHC,08-12-2020,DateFound,House Sparrow,Huismus,Passer domesticus,Passeridae,Passeriformes,Nieuwaal,Gelderland,51.81,5.18,0,TRUE
563,,AS20202190,DWHC,08-12-2020,DateFound,House Sparrow,Huismus,Passer domesticus,Passeridae,Passeriformes,Nieuwaal,Gelderland,51.81,5.18,0,TRUE
564,,AS20202102,DWHC,08-12-2020,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Olst,Overijssel,52.36,6.12,0,TRUE
565,,AS20202124,DWHC,09-12-2020,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Hilversum,N-Holland,52.22,5.17,0,TRUE
566,,AS20202135,DWHC,10-12-2020,DateFound,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,Bleiswijk,Z-Holland,52.01,4.53,0,TRUE
567,,AS20202324,DWHC,13-11-2020,DateFound,European Greenfinch,Groenling,Chloris chloris,Fringillidae,Passeriformes,Soest,Utrecht,52.19,5.28,0,TRUE
568,,AS20202255,DWHC,13-12-2020,DateFound,European Greenfinch,Groenling,Chloris chloris,Fringillidae,Passeriformes,Amsterdam,N-Holland,52.38,4.89,0,TRUE
569,,AS20202314,DWHC,16-12-2020,DateFound,Rock Pigeon,Postduif,Columba livia domestica,Columbidae,Columbiformes,Den helder,N-Holland,52.96,4.78,0,TRUE
570,,AS20202304,DWHC,15-12-2020,DateFound,House Sparrow,Huismus,Passer domesticus,Passeridae,Passeriformes,Wildervank,Groningen,53.09,6.86,0,TRUE
571,,AS20202409,DWHC,06-01-2021,DateFound,Common Chaffinch,Vink,Fringilla coelebs,Fringillidae,Passeriformes,Wageningen,Gelderland,51.99,5.69,0,TRUE
572,,AS20202387,DWHC,06-01-2021,DateFound,European Greenfinch,Groenling,Chloris chloris,Fringillidae,Passeriformes,Brunssum,Limburg,50.82,5.98,0,TRUE
573,,AS20210085,DWHC,12-01-2021,DateFound,House Sparrow,Huismus,Passer domesticus,Passeridae,Passeriformes,Roosendaal,Brabant,51.55,4.48,0,TRUE
574,,AS20210084,DWHC,12-01-2021,DateFound,House Sparrow,Huismus,Passer domesticus,Passeridae,Passeriformes,Roosendaal,Brabant,51.55,4.48,0,TRUE
575,,AS20202453,DWHC,19-01-2021,DateFound,Rose-ringed Parakeet,Halsbandparkiet,Psittacula krameri,Psittacidae,Psittaciformes,Den haag,Z-Holland,52.08,4.29,0,TRUE
576,,AS20202448,DWHC,20-01-2021,DateFound,Blue Tit,Pimpelmees,Cyanistes caeruleus,Paridae,Passeriformes,Hilversum,N-Holland,52.21,5.16,0,TRUE
577,,AS20202445,DWHC,20-01-2021,DateFound,Redwing,Koperwiek,Turdus iliacus,Turdidae,Passeriformes,Renkum,Gelderland,51.97,5.73,0,TRUE
578,,AS20202450,DWHC,21-01-2021,DateFound,European Greenfinch,Groenling,Chloris chloris,Fringillidae,Passeriformes,Warffum,Groningen,53.39,6.56,0,TRUE
579,,AS20202430,DWHC,28-01-2021,DateFound,European Robin,Roodborst,Erithacus rubecula,Turdidae,Passeriformes,Appelscha,Friesland,52.95,6.33,0,TRUE
580,,AS20202433,DWHC,02-02-2021,DateFound,Common Chaffinch,Vink,Fringilla coelebs,Fringillidae,Passeriformes,Culemborg,Gelderland,51.96,5.24,0,TRUE
581,,AS20202436,DWHC,30-01-2021,DateFound,European Robin,Roodborst,Erithacus rubecula,Turdidae,Passeriformes,Leende,Brabant,51.35,5.55,0,TRUE
582,,AS20202427,DWHC,01-02-2021,DateFound,European Goldfinch,Putter,Carduelis carduelis,Fringillidae,Passeriformes,Purmerend,N-Holland,52.49,4.96,0,TRUE
583,,AS20202442,DWHC,01-02-2021,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Odoorn,Drenthe,52.85,6.85,0,TRUE
584,,AS20202439,DWHC,02-01-2021,DateFound,Common Buzzard,Buizerd,Buteo buteo,Accipitridae,Accipitriformes,Noardeast-Fryslan,Friesland,53.4,6.14,0,TRUE
585,,AS20202468,DWHC,04-02-2021,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Culemborg,Gelderland,51.96,5.21,0,TRUE
586,,AS20202462,DWHC,10-02-2021,DateFound,Eurasian Wren,Winterkoning,Troglodytes troglodytes,Certhiidae,Passeriformes,Wormerland,N-Holland,52.54,4.83,0,TRUE
587,,AS20202471,DWHC,11-02-2021,DateFound,Common Chaffinch,Vink,Fringilla coelebs,Fringillidae,Passeriformes,Utrecht,Utrecht,52.09,5.18,0,TRUE
588,,AS20202465,DWHC,10-02-2021,DateFound,European Green Woodpecker,Groene Specht,Picus viridis,Picidae,Piciformes,St. michielsgestel,Brabant,51.64,5.36,0,TRUE
589,,AS20202459,DWHC,14-02-2021,DateFound,Great Egret,Grote Zilverreiger,Ardea alba,Ardeidae,Pelecaniformes,Het hogeland,Groningen,53.33,6.34,0,TRUE
590,,AS20202456,DWHC,14-02-2021,DateFound,Common Wood Pigeon,Houtduif,Columba palumbus,Columbidae,Columbiformes,Tilburg,Brabant,51.58,5,0,TRUE
591,,AS20202495,DWHC,15-02-2021,DateFound,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,Veere,Zeeland,51.57,3.5,0,TRUE
592,,AS20202474,DWHC,15-02-2021,DateFound,Redwing,Koperwiek,Turdus iliacus,Turdidae,Passeriformes,Veere,Zeeland,51.57,3.5,0,TRUE
593,,AS20202498,DWHC,17-02-2021,DateFound,Common Barn Owl,Kerkuil,Tyto alba,Tytonidae,Strigiformes,Valkenswaard,Brabant,51.31,5.47,0,TRUE
594,,AS20202492,DWHC,25-02-2021,DateFound,Tawny Owl,Bosuil,Strix aluco,Strigidae,Strigiformes,Utrechtse Heuvelrug,Utrecht,52.04,5.31,0,TRUE
595,,AS20202483,DWHC,04-03-2021,DateFound,European Greenfinch,Groenling,Chloris chloris,Fringillidae,Passeriformes,Oss,Brabant,51.76,5.51,0,TRUE
596,,AS20202516,DWHC,08-03-2021,DateFound,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,Oosterhout,Brabant,51.62,4.84,0,TRUE
597,,AS20202519,DWHC,08-03-2021,DateFound,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,Oosterhout,Brabant,51.62,4.84,0,TRUE
598,,AS20210024,DWHC,08-03-2021,DateFound,Eurasian Jay,Gaai,Garrulus glandarius,Corvidae,Passeriformes,Alkmaar,N-Holland,52.63,4.75,0,TRUE
599,,AS20210018,DWHC,08-03-2021,DateFound,Great Tit,Koolmees,Parus major,Paridae,Passeriformes,Son en Breugel,Brabant,51.53,5.49,0,TRUE
600,,AS20210027,DWHC,10-03-2021,DateFound,Eurasian Tree Sparrow,Ringmus,Passer montanus,Passeridae,Passeriformes,Waadhoeke,Friesland,53.23,5.68,0,TRUE
601,,AS20210012,DWHC,14-03-2021,DateFound,Common Chaffinch,Vink,Fringilla coelebs,Fringillidae,Passeriformes,Montfoort,Utrecht,52.06,4.91,0,TRUE
602,,AS20210045,DWHC,14-03-2021,DateFound,Western Jackdaw,Kauw,Coloeus monedula,Corvidae,Passeriformes,Laarbeek,Brabant,51.54,5.57,0,TRUE
603,,AS20210030,DWHC,17-03-2021,DateFound,Common Chaffinch,Vink,Fringilla coelebs,Fringillidae,Passeriformes,Arnhem,Gelderland,51.96,5.87,0,TRUE
604,,AS20210009,DWHC,18-03-2021,DateFound,Brambling,Keep,Fringilla montifringilla,Fringillidae,Passeriformes,Wageningen,Gelderland,51.99,5.69,0,TRUE
605,,AS20210078,DWHC,21-03-2021,DateFound,Goldcrest,Goudhaan,Regulus regulus,Regulidae,Passeriformes,Alphen aan den Rijn,Z-Holland,52.13,4.66,0,TRUE
606,,AS20210072,DWHC,23-03-2021,DateFound,Great Tit,Koolmees,Parus major,Paridae,Passeriformes,Velsen,N-Holland,52.46,4.65,0,TRUE
607,,AS20210051,DWHC,20-03-2021,DateFound,Great Tit,Koolmees,Parus major,Paridae,Passeriformes,Den haag,Z-Holland,52.06,4.35,0,TRUE
608,,AS20210075,DWHC,23-03-2021,DateFound,Blue Tit,Pimpelmees,Cyanistes caeruleus,Paridae,Passeriformes,Houten,Utrecht,52.02,5.18,0,TRUE
609,,AS20210054,DWHC,20-03-2021,DateFound,Great Tit,Koolmees,Parus major,Paridae,Passeriformes,Den haag,Z-Holland,52.06,4.35,0,TRUE
610,,AS20210060,DWHC,24-03-2021,DateFound,Eurasian Wren,Winterkoning,Troglodytes troglodytes,Certhiidae,Passeriformes,Westerland,N-Holland,52.93,4.98,0,TRUE
611,,AS20210063,DWHC,24-03-2021,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Uden,Brabant,51.66,5.63,0,TRUE
612,,AS20210086,DWHC,29-03-2021,DateFound,Eurasian Blackcap,Zwartkop,Sylvia atricapilla,Sylviidae,Passeriformes,Hoeksche Waard,Z-Holland,51.73,4.43,0,TRUE
613,,AS20210089,DWHC,30-03-2021,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Waalre,Brabant,51.4,5.49,0,TRUE
614,,AS20210100,DWHC,30-03-2021,DateFound,Common Murre,Zeekoet,Uria aalge,Alcidae,Charadriiformes,Heerenveen,Friesland,53.47,5.66,0,TRUE
615,,AS20210114,DWHC,01-04-2021,DateFound,White Stork,Ooievaar,Ciconia ciconia,Ciconiidae,Ciconiiformes,Loosdrecht,N-Holland,52.21,5.11,0,TRUE
616,,AS20210135,DWHC,07-04-2021,DateFound,Eurasian Tree Sparrow,Ringmus,Passer montanus,Passeridae,Passeriformes,Dinkelland,Overijssel,52.35,6.82,0,TRUE
617,,AS20210108,DWHC,06-04-2021,DateFound,Barn Swallow,Boerenzwaluw,Hirundo rustica,Hirundinidae,Passeriformes,Leudal,Limburg,51.15,5.78,0,TRUE
618,,AS20210141,DWHC,06-04-2021,DateFound,Rock Pigeon,Rotsduif,Columba livia domestica,Columbidae,Columbiformes,Breda,Brabant,51.62,4.63,0,TRUE
619,,AS20210111,DWHC,06-04-2021,DateFound,Rock Pigeon,Rotsduif,Columba livia domestica,Columbidae,Columbiformes,Breda,Brabant,51.62,4.63,0,TRUE
620,,AS20210132,DWHC,06-04-2021,DateFound,European Greenfinch,Groenling,Chloris chloris,Fringillidae,Passeriformes,Hollands Kroon,N-Holland,52.91,4.97,0,TRUE
621,,AS20210129,DWHC,19-04-2021,DateFound,Swan,Zwaan,Cygnus (genus),Anatidae,Anseriformes,Budel,Brabant,51.68,5.07,0,TRUE
622,,AS20210123,DWHC,19-04-2021,DateFound,Common Chaffinch,Vink,Fringilla coelebs,Fringillidae,Passeriformes,Amersfoort,Utrecht,52.14,5.37,0,TRUE
623,,AS20210197,DWHC,19-04-2021,DateFound,Blue Tit,Pimpelmees,Cyanistes caeruleus,Paridae,Passeriformes,Haarlem,N-Holland,52.33,4.61,0,TRUE
